station,valid,name,state,wfo,high,high_record_years,high_normal,high_time,low,low_record,low_record_years,low_normal,low_time,precip,precip_normal,precip_month,precip_jan1,precip_jan1_normal,precip_jul1,precip_dec1,precip_dec1_normal,precip_record,precip_record_years,precip_jan1_depart,snow,snowdepth,snow_normal,snow_month,snow_jun1,snow_jul1,snow_dec1,snow_record,snow_record_years,snow_jul1_normal,snow_dec1_normal,snow_month_normal,snow_jul1_depart
KGTF,2/3/2020,GREAT FALLS INTL,MT,TFX,33,1935,37,245 PM,6,-35,1989,16,724 AM,T,0.02,T,0.07,0.56,M,M,M,0.4,2019,-0.56,T,0,M,T,M,63.5,3.1,4.2,2019,32.7,19,0.9,30.8
KRMG,2/3/2020,ROME/RUSSELL(RAMOS),GA,FFC,78,,53,426 PM,33,M,,31,748 AM,0,0.16,T,4.94,5.34,M,11.28,9.72,M,,-0.4,0,0,M,0,M,0,0,M,,M,M,M,M
K55N,2/3/2020,ATLANTIC CITY MARINA,NJ,PHI,61,2006,42,248 PM,38,-4,1881,30,418 AM,0,0.1,0.16,1.67,3.39,M,6.5,7.01,1.61,1880,-1.72,M,M,M,M,M,M,M,M,,M,M,M,M
TISX,2/3/2020,Christiansted,VI,SJU,85,1998,84,239 PM,70,64,1984,72,702 AM,0,0.07,T,2.83,2.34,M,4.61,5.31,1.09,1956,0.49,0,M,M,0,M,0,0,M,,0,0,0,0
KLSE,2/3/2020,LA CROSSE,WI,ARX,42,1928,28,113 PM,24,-35,1996,10,734 AM,0,0.03,0,1.01,1.22,M,2.44,2.58,0.43,1936,-0.21,0,3,M,0,M,23.4,M,8.3,1936,27.3,M,1,-3.9
KMSN,2/3/2020,MADISON,WI,MKX,39,1992,28,120 PM,24,-29,1996,12,614 AM,0,0.05,0,1.74,1.36,M,3.26,3.1,1.2,1875,0.38,0,5,M,0,M,37.4,21.7,3.9,1936,31.8,27.7,1.3,5.6
KHWD,2/3/2020,HAYWARD AIR TERM,CA,MTR,57,2018,58,356 PM,35,37,2007,44,741 AM,0,M,0,1.4,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KCVG,2/3/2020,CINCINNATI/COVINGTO,KY,ILN,64,1883,40,1009 PM,39,-9,1985,24,703 AM,0,0.11,T,4.14,3.32,M,7.72,6.69,1.34,1887,0.82,0,0,M,0,M,6.4,3.7,5.7,1995,13,12.2,0.9,-6.6
KEAU,2/3/2020,EAU CLAIRE,WI,MPX,36,1991 1934 1928,25,1035 AM,23,-34,1912,6,1159 PM,0,0.03,0,1.18,0.97,M,3.4,1.97,0.6,1919,0.21,0,10,M,0,M,43.7,32.3,5,1976,30,23.7,1,13.7
KMCI,2/3/2020,KANSAS CITY/INTL,MO,EAX,50,1934,40,1216 PM,34,-12,1996 2011,21,1159 PM,0,0.04,0,2.8,1.2,M,4.53,2.73,0.9,2012,1.6,0,0,M,0,M,14.1,12.2,6,1901,11.4,10,0.6,2.7
KCZZ,2/3/2020,CAMPO (AWRS),CA,SGX,52,2018,63,123 PM,39,18,1955,35,1159 PM,0.02,0.1,0.02,0.26,3.29,M,M,M,0.9,1988,-3.03,M,M,M,M,M,M,M,M,,M,M,M,M
KLWD,2/3/2020,LAMONI,IA,DMX,36,,35,432 PM,31,M,,16,1159 PM,0,0.04,0,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KYKM,2/3/2020,YAKIMA WA,WA,PDT,47,2018,43,232 PM,16,-23,1950,25,413 AM,0,0.02,0,1.05,1.22,M,M,M,0.37,1998,-0.17,M,M,M,M,M,M,M,M,,M,M,M,M
KDUG,2/3/2020,DOUGLAS BISBEE INTL,AZ,TWC,M,1963,65,MM,M,5,2011,31,MM,M,0.02,M,M,0.82,M,M,M,0.62,1983,M,M,M,M,M,M,M,M,M,,M,M,M,M
KALS,2/3/2020,ALAMOSA MUNI(AWOS),CO,PUB,47,2018,37,215 PM,30,-31,2011,1,1026 PM,0,0.01,0,0.14,0.29,M,M,M,0.3,2004,-0.15,0,0,M,0,M,15.4,M,4,1936,14.7,M,0.4,0.7
KBIH,2/3/2020,BISHOP AIRPORT,CA,VEF,40,2018,56,235 PM,20,7,1969,25,1013 PM,0,0.02,0,0.06,1.13,M,M,M,0.48,1998,-1.13,0,0,M,0,M,6.9,0.1,2,1946,6.9,6.6,0.2,0
KLAX,2/3/2020,LOS ANGELES INTL,CA,LOX,63,1963,65,340 PM,50,36,1948,49,1143 PM,0,0.11,0,0.38,3.02,M,M,M,3.1,1998,-2.64,0,M,M,0,M,0,0,M,,M,M,M,M
KIND,2/3/2020,INDIANAPOLIS,IN,IND,67,1927 1992 2019,37,503 PM,37,-11,1996,21,620 AM,0,0.08,T,5.32,2.91,M,8.37,6.08,2.5,1883,2.41,0,0,M,0,M,10.7,7.9,6.5,1982,17.4,16.3,0.8,-6.7
KART,2/3/2020,WATERTOWN INTL ARPT,NY,BUF,40,2016,30,400 PM,20,-26,1955,9,1225 AM,T,0.08,0.01,2.34,2.9,M,5.99,6.05,0.59,2006,-0.56,M,M,M,M,M,M,M,M,,M,M,M,M
KSLE,2/3/2020,SALEM/MCNARY,OR,PQR,43,1963,50,405 PM,28,-4,1950,35,1143 PM,0.03,0.18,0.27,8.22,6.46,M,M,M,0.97,1990,1.76,M,M,M,M,M,M,M,M,,M,M,M,M
KEUG,2/3/2020,EUGENE/MAHLON SWEET,OR,PQR,46,2018 1917,49,236 PM,28,-3,1950,35,1159 PM,0.01,0.19,0.12,6.71,7.43,M,M,M,1.13,1952,-0.72,T,M,M,T,M,T,T,M,,M,M,M,M
KICR,2/3/2020,WINNER,SD,UNR,32,,36,1209 AM,22,M,,15,1159 PM,0,0.01,0,0.06,0.3,M,0.51,0.64,M,,-0.3,M,M,M,M,M,M,M,M,,M,M,M,M
KPVD,2/3/2020,PROVIDENCE/GREEN,RI,BOX,49,1991,38,314 PM,28,-3,1955,22,311 AM,0,0.11,0.06,1.32,4.2,M,9.43,8.42,2.17,1970,-2.88,0,0,M,0,M,11.6,11.6,4.5,1996,20.2,18.7,1,-8.6
KCKV,2/3/2020,CLARKSVILLE/OUTLAW,TN,OHX,74,,47,230 PM,49,M,,27,1217 AM,T,0.17,T,5.04,3.81,M,M,M,M,,1.23,M,M,M,M,M,M,M,M,,M,M,M,M
KMEG,2/3/2020,Memphis,TN,MEG,70,2019 1995,50,MM,52,4,1996,31,MM,T,0.16,T,5.19,4.43,M,10.13,10.37,1.76,1990,0.76,0,0,M,0,M,T,T,T,2014 1996,M,M,M,M
KRAP,2/3/2020,RAPID CITY,SD,UNR,26,1962,38,121 PM,20,-25,1996,13,1159 PM,0.05,0.01,0.07,0.28,0.33,M,0.53,0.75,0.3,1955,-0.05,M,M,M,M,M,M,M,M,,M,M,M,M
KMSS,2/3/2020,MASSENA/RICHARDS,NY,BTV,39,,25,259 PM,24,M,,5,1159 PM,0,0.06,T,2.38,2.36,M,3.7,4.79,M,,0.02,M,M,M,M,M,M,M,M,,M,M,M,M
KCMH,2/3/2020,COLUMBUS,OH,ILN,63,1890,38,216 PM,33,-10,1985 1951,23,719 AM,T,0.08,0.03,4.4,2.98,M,7.16,5.95,0.69,1903,1.42,0,0,M,T,M,5.4,2.6,4.4,1961,16.1,15,0.8,-10.7
KDAY,2/3/2020,DAYTON,OH,ILN,62,1927,36,1038 PM,37,-12,1985,21,749 AM,T,0.08,T,3.83,2.96,M,7.14,6.08,0.76,1901,0.87,0,0,M,0,M,7.9,4.7,3.4,2000,14.1,13.1,0.7,-6.2
KN60,2/3/2020,GARRISON,ND,BIS,23,,M,None,10,M,,M,None,0,M,0,0.25,M,M,1.12,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KJMS,2/3/2020,JAMESTOWN,ND,BIS,27,1991,22,1254 AM,10,-37,1917,2,1159 PM,0,0.01,0,0.05,0.48,M,0.23,0.88,0.17,1938,-0.48,M,M,M,M,M,M,M,M,,M,M,M,M
KBIS,2/3/2020,BISMARCK,ND,BIS,30,2005,25,1224 AM,13,-38,1905,4,1115 PM,0,0.01,T,0.24,0.47,M,0.85,0.96,0.31,1971,-0.23,0,1,M,0,M,43.6,13.4,4.9,1971,30.2,19,0.8,13.4
KHEI,2/3/2020,HETTINGER,ND,BIS,28,,29,105 PM,14,M,,7,1118 PM,0,0.02,0,T,0.37,M,0.06,0.68,M,,-0.37,M,M,M,M,M,M,M,M,,M,M,M,M
KEKN,2/3/2020,ELKINS/RANDOLPH FLD,WV,RLX,67,2016,40,417 PM,31,-13,1905,20,724 AM,0,0.1,0.27,3.79,3.55,M,M,M,1.89,1939,0.24,0,0,M,0.2,M,M,M,4.4,2013,M,M,2.2,M
KGUY,2/3/2020,GUYMON,OK,AMA,50,2019,52,216 AM,30,M,,22,1159 PM,0,0.01,0,1.2,0.44,M,2.04,1.08,M,,0.76,M,M,M,M,M,M,M,M,,M,M,0,M
KGFK,2/3/2020,GRAND_FORKS,ND,FGF,25,1991,19,1245 AM,-9,-36,1907,-2,1114 PM,0,0.01,0,0.78,0.59,M,2.28,1.2,0.35,1943,0.19,0,14,M,0,M,52.5,32.4,6.2,1943,31.3,22.1,0.7,21.2
KTLH,2/3/2020,TALLAHASSEE RGNL,FL,TAE,76,1989,65,416 PM,34,15,1917,40,719 AM,0,0.15,T,1.33,4.81,M,4.79,8.71,2.04,2016 1982,-3.48,0,M,M,M,M,M,M,M,,M,M,M,M
KUAO,2/3/2020,AURORA STATE,OR,PQR,47,,M,251 PM,30,M,,M,1159 PM,0.02,M,0.24,7.3,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KUKI,2/3/2020,Ukiah,CA,EKA,53,2018,59,333 PM,30,21,1910,38,738 AM,0,0.2,T,3.3,7.53,M,M,M,1.66,1998 1927,-4.23,0,0,M,0,M,0,0,M,,M,M,M,M
KRBG,2/3/2020,ROSEBURG MUNICIPAL,OR,MFR,46,2018 2006 1963,52,200 PM,31,19,1950,37,1159 PM,0.01,0.18,0.17,7.37,5.61,M,M,M,0.88,2015,1.76,M,M,M,M,M,0,M,M,,M,M,M,M
KLOT,2/3/2020,ROMEOVILLE/CHI,IL,LOT,49,1992,32,None,29,-19,1996,17,None,0,0.06,0.03,2.91,2.1,M,4.19,4.35,0.43,2008,0.81,0,0,M,0.3,M,12,8.5,3.8,2008,21.8,20.9,0.8,-9.8
KUNO,2/3/2020,WEST PLAINS,MO,SGF,66,1962,46,428 PM,50,-8,1985,24,155 AM,0,0.09,0,4.74,2.98,M,6.11,6.62,1.19,2012,1.76,M,M,M,M,M,M,M,M,,M,M,M,M
KDBQ,2/3/2020,DUBUQUE,IA,DVN,39,1928 1882,28,301 PM,26,-27,1996,13,242 AM,0,0.05,T,1.79,1.3,M,3.18,3.14,0.5,1936,0.49,0,5,M,T,M,29.4,14.7,M,,25.7,22.9,1.1,3.7
KARR,2/3/2020,CHICAGO/AURORA,IL,LOT,48,2005,30,211 PM,27,-20,2014,13,632 AM,0,0.04,0.07,2.46,1.59,M,3.87,3.55,0.44,2006,0.87,M,M,M,M,M,M,M,M,,M,M,M,M
KUGN,2/3/2020,WAUKEGAN,IL,LOT,41,2019,30,118 PM,26,-8,2014 2007,16,458 AM,0,0.05,0.01,2.53,1.54,M,4.06,3.54,0.12,2008,0.99,M,M,M,M,M,M,M,M,,M,M,M,M
KSPI,2/3/2020,SPRINGFIELD,IL,ILX,66,1890,36,238 PM,33,-19,1996,20,518 AM,0,0.05,T,4.49,1.98,M,6.4,4.5,2.09,1883,2.51,0,0,M,0,M,17.3,10.3,3.7,1949,13.2,12.6,0.6,4.1
KDMO,2/3/2020,SEDALIA,MO,EAX,69,,42,206 PM,38,M,,24,1159 PM,0,0.06,0,3.02,1.87,M,4.29,4.19,M,,1.15,M,M,M,M,M,M,M,M,,M,M,M,M
KCOU,2/3/2020,COLUMBIA,MO,LSX,72,1890 1962,40,152 PM,40,-13,1996,22,1112 PM,0,0.07,0,3.74,2.12,M,5.36,4.56,1.78,1903,1.62,0,0,M,0,M,13.8,12.3,4.5,1912,12,11.1,0.6,1.8
K33V,2/3/2020,WALDEN,CO,BOU,37,,M,1200 PM,9,M,,M,1100 PM,M,M,M,M,M,M,M,M,M,,M,0,0,M,M,M,M,M,M,,M,M,M,M
KPIA,2/3/2020,PEORIA,IL,ILX,56,1992,34,253 PM,32,-19,1996,18,1234 AM,0,0.05,0.01,3.45,1.93,M,5.84,4.35,1.2,1903,1.52,0,T,M,0,M,20.1,14.1,6,1900,15.8,14.7,0.7,4.3
KBDE,2/3/2020,BAUDETTE MN,MN,FGF,26,1991,17,1203 AM,-4,-45,1989,-1,1159 PM,0,0.01,T,0.35,0.65,M,0.67,1.19,0.25,1934,-0.3,M,M,M,M,M,M,M,M,,M,M,M,M
KMOB,2/3/2020,MOBILE/BATES FIELD,AL,MOB,71,1989,62,130 PM,42,11,1951,41,632 AM,0,0.2,0,4.57,6.23,M,M,M,1.62,1960,-1.66,0,0,M,0,M,0,M,M,,T,M,0,0
KALW,2/3/2020,WALLA WALLA WA,WA,PDT,39,2005 1991,44,316 PM,27,-15,1950,32,526 AM,0,0.06,0.12,2.3,2.7,M,M,M,0.64,2019,-0.4,M,M,M,M,M,M,M,M,,M,M,M,M
KPOU,2/3/2020,POUGHKEEPSIE,NY,ALY,52,2016,37,437 PM,30,-15,1961,16,1043 PM,0,0.09,T,1.45,3.36,M,5.83,6.89,1.83,1982,-1.91,M,M,M,M,M,M,M,M,,M,M,M,M
KPOF,2/3/2020,POPLAR BLUFF MO,MO,PAH,64,1943,46,1238 PM,47,-1,1996,28,424 AM,T,0.11,T,5.39,3.99,M,7.06,8.59,2.79,1989,1.4,M,M,M,M,M,M,M,M,,M,M,M,M
KJDN,2/3/2020,JORDAN (RAMOS),MT,GGW,34,,31,410 PM,19,M,,8,1118 PM,0,0.01,0,0.41,0.25,M,M,M,M,,0.16,0,0,M,0,M,0,0,M,,M,M,M,M
KDCA,2/3/2020,WASHINGTON/NATIONAL,VA,LWX,63,1927,45,330 PM,42,0,1895,29,732 AM,0,0.1,0.07,2.86,3.1,M,6.14,6.15,1.48,2014,-0.24,0,0,M,0,M,0.6,M,9.2,1886,9.1,M,0.7,-8.5
KPBG,2/3/2020,PLATTSBURGH AFB,NY,BTV,41,,28,330 PM,21,M,,7,1247 AM,T,M,T,2.37,M,M,3.66,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KPHD,2/3/2020,NEW PHILADELPHIA,OH,PBZ,65,2016,39,434 PM,29,-3,1961,21,724 AM,0,0.07,0.04,3.54,2.82,M,M,M,0.57,2016,0.72,M,M,M,M,M,M,M,M,,M,M,M,M
KTVL,2/3/2020,SOUTH LAKE TAHOE,CA,REV,26,2015,43,329 PM,8,-12,1969,17,735 AM,0,M,0.07,0.88,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,M,M,M,M
KSJT,2/3/2020,SAN ANGELO/MATHIS,TX,SJT,73,1976 1962 1924,61,313 PM,55,12,1916,35,732 AM,T,0.04,T,1.12,1.05,M,2.4,1.9,1.85,2010,0.07,0,0,M,0,M,T,M,0.3,1956,1.8,M,0,-1.8
KONT,2/3/2020,ONTARIO INTL ARPT,CA,SGX,60,2018 2009 2006,65,151 PM,45,31,2002,45,526 AM,0.01,0.08,0.01,0.09,3.54,M,M,M,0.42,2008,-3.54,M,M,M,M,M,M,M,M,,M,M,M,M
KRAL,2/3/2020,RIVERSIDE MUNICIPAL,CA,SGX,57,1963,66,325 PM,47,26,1932 1903,44,1159 PM,T,0.06,T,0.08,3.1,M,M,M,1.36,1998,-3.1,M,M,M,M,M,M,M,M,,M,M,M,M
KPKD,2/3/2020,PARK RAPIDS MN,MN,FGF,26,1991,20,159 AM,-1,-42,1996,-3,1159 PM,0,0.01,0,0.5,0.55,M,1.64,1.12,0.4,1907,-0.05,M,M,M,M,M,M,M,M,,M,M,M,M
KZZV,2/3/2020,ZANESVILLE,OH,PBZ,66,1903 2016,38,226 PM,32,-19,1951,21,713 AM,T,0.08,0.07,3.75,2.9,M,M,M,0.79,1952,0.85,M,M,M,M,M,M,M,M,,M,M,M,M
KORD,2/3/2020,CHICAGO O HARE,IL,LOT,48,1992,32,135 PM,30,-19,1996,17,445 AM,0,0.05,0.01,2.81,1.88,M,4.36,4.13,1.52,1896,0.93,0,0,M,T,M,18.1,9.8,11,1896,21.5,20.1,1.1,-3.4
KYNG,2/3/2020,YOUNGSTOWN,OH,CLE,60,2016,34,448 PM,35,-11,1951,19,801 AM,0,0.07,0.15,3.68,2.77,M,7.73,5.76,M,,0.91,0,0,M,1.5,M,31.3,22.5,M,,37.4,33,1.4,-6.1
KJLN,2/3/2020,Joplin,MO,SGF,72,1962,47,211 PM,41,-11,2011,26,1159 PM,0,0.07,0,3.66,2.23,M,5.03,5.05,1.82,1986,1.43,M,M,M,M,M,M,M,M,,M,M,M,M
KTOL,2/3/2020,TOLEDO,OH,CLE,57,2019,33,328 PM,29,-14,1976,19,808 AM,0,0.07,0.02,3.63,2.25,M,6.08,4.93,M,,1.38,0,0,M,0,M,11.4,7.3,M,,22.2,20.1,1.1,-10.8
KMFD,2/3/2020,MANSFIELD,OH,CLE,61,2016,34,411 PM,32,-10,1945,19,716 AM,0,0.08,0.04,3.84,3.12,M,7.41,6.41,M,,0.72,0,0,M,0,M,9.8,6.7,M,,27.8,25.1,1.3,-18
KCAK,2/3/2020,Akron / Canton,OH,CLE,62,2016,34,336 PM,34,-11,1951,20,701 AM,0,0.08,0.04,3.32,2.85,M,7.12,5.69,M,,0.47,0,0,M,T,M,16.5,13.8,M,,27.2,23.8,1.2,-10.7
KGGW,2/3/2020,GLASGOW INTL ARPT,MT,GGW,34,2005,26,317 PM,16,-40,1907,6,1133 PM,0,0.01,0.01,0.3,0.4,M,M,M,0.42,2019,-0.1,0,T,M,0.1,M,22.2,10.1,9.5,2019,23.1,16.5,0.5,-0.9
KALB,2/3/2020,ALBANY COUNTY ARPT,NY,ALY,47,2016,32,352 PM,27,-18,1955,15,1131 PM,T,0.08,0.01,2.02,2.83,M,6.56,5.76,1.39,1883,-0.81,T,0,M,0.3,M,35.6,33.3,6.1,2004,36.1,33,1.4,-0.5
KLGA,2/3/2020,NEW YORK/LA GUARDIA,NY,OKX,56,1991,40,451 PM,37,1,1955,27,110 AM,T,0.1,0.07,1.69,3.46,M,8.86,7.02,1.08,2014,-1.77,0,0,M,0,M,4.6,M,7.7,2014,13.9,M,1,-9.3
KBGM,2/3/2020,BINGHAMTON/BROOME,NY,BGM,46,1991,30,431 PM,31,-12,1955,16,1215 AM,T,0.08,0.24,3.01,2.69,M,6.84,5.52,0.94,1983,0.32,T,6,M,3.9,M,43.3,36.7,5.7,2004,48.7,41.9,1.9,-5.4
KCLE,2/3/2020,CLEVELAND,OH,CLE,62,2016,35,320 PM,35,-8,1996 1951,22,721 AM,0,0.08,0.05,3.05,2.96,M,5.9,6.06,M,,0.09,0,0,M,0.3,M,18.4,14.9,M,,39,34.5,1.7,-20.6
KJBR,2/3/2020,JONESBORO MUNICIPAL,AR,MEG,65,1943,48,414 PM,51,1,1996,30,154 AM,T,0.13,T,6.4,3.81,M,8.95,8.58,2.55,1939,2.59,M,M,M,M,M,M,M,M,,M,M,M,M
KFAT,2/3/2020,FRESNO AIR TERMINAL,CA,HNX,55,2000,59,400 PM,35,25,1957,40,717 AM,0,0.07,0,0.66,2.41,M,M,M,0.92,1946,-1.75,0,0,M,0,M,0,0,M,,M,M,M,M
KGNV,2/3/2020,GAINESVILLE RGNL,FL,JAX,75,1950,68,353 PM,37,17,1917,44,746 AM,0,0.11,0,0.76,3.65,M,6.8,6.13,6.25,1970,-2.89,0,M,M,M,M,M,M,0,,M,M,M,M
KMCO,2/3/2020,ORLANDO JETPORT,FL,MLB,75,1894 2014,72,351 PM,44,24,1917,51,404 AM,0,0.09,0.16,0.78,2.61,M,5.73,5.19,3.55,1970,-1.83,0,M,M,0,M,0,M,M,,M,M,M,M
KVRB,2/3/2020,VERO BEACH MUNI,FL,MLB,70,1990 2014 2019,73,234 PM,39,32,1976,53,652 AM,0,0.09,0.32,1.47,2.77,M,8.39,4.96,2,1991,-1.3,0,M,M,0,M,0,M,M,,M,M,M,M
KRFD,2/3/2020,ROCKFORD,IL,LOT,44,1992 1931,31,237 PM,25,-24,1996,15,749 AM,0,0.04,T,2.6,1.49,M,4.28,3.47,0.34,2008,1.11,0,2,M,T,M,23.4,14.6,3.8,2008,24.3,22.5,1,-0.9
KHVR,2/3/2020,HAVRE (AMOS),MT,TFX,31,1962,31,234 PM,11,-55,1887,9,1051 PM,0,0.01,0,0.36,0.36,M,M,M,0.41,2019,0,0,T,M,T,M,47.4,10.2,5,2019,22.7,15.1,0.6,24.7
KLWT,2/3/2020,LEWISTOWN MUNICIPAL,MT,TFX,29,1935 2005,35,245 PM,13,-33,1989,14,800 AM,T,0.02,0.04,0.46,0.62,M,M,M,0.26,2019,-0.16,T,T,M,M,M,M,M,M,,M,M,M,M
KLVM,2/3/2020,LIVINGSTON/MISSION,MT,BYZ,22,2005,38,230 PM,-6,-33,1989,18,1137 PM,0.01,0.02,0.16,0.42,0.54,M,M,M,0.27,1986,-0.12,M,M,M,M,M,M,M,M,,M,M,M,M
KMSO,2/3/2020,MISSOULA/BELL FIELD,MT,MSO,28,1934,36,658 PM,8,-24,1996,20,831 AM,0,0.02,0.04,0.84,0.92,M,M,M,0.65,1907,-0.08,0,0,M,0.5,M,19.3,12.9,M,,M,M,M,M
KMLS,2/3/2020,MILES CITY,MT,BYZ,31,1962,32,147 PM,20,-36,1982,11,1159 PM,0,0.01,T,0.21,0.34,M,M,M,0.11,1971,-0.13,M,M,M,M,M,M,M,M,,M,M,M,M
KOKC,2/3/2020,OKLAHOMA CITY(AWOS),OK,OUN,67,1962 1934,52,117 PM,38,0,1996 1989,30,1159 PM,0,0.04,0,3.14,1.53,M,3.81,3.41,1.13,1960,1.61,0,0,M,0,M,0.1,0.1,1,1913,5.5,5.1,0.2,-5.4
KATT,2/3/2020,Austin,TX,EWX,73,2008 1911,63,420 PM,56,16,1951,43,323 AM,T,0.06,T,2.38,2.42,M,3.21,4.82,1.81,1992,-0.04,0,0,M,0,M,0,0,M,,M,M,M,M
KAUS,2/3/2020,Austin Bergstrom,TX,EWX,73,1976,63,526 PM,54,16,1951,38,407 AM,T,0.07,T,2.21,2.41,M,2.99,4.62,1.7,1992,-0.2,0,0,M,0,M,0,0,M,,M,M,M,M
KAMA,2/3/2020,AMARILLO ARPT(AWOS),TX,AMA,56,1934,52,848 AM,30,-5,2011,24,1159 PM,0,0.03,0,0.25,0.79,M,1.25,1.5,0.8,2010,-0.54,0,0,M,0,M,5.5,T,9.5,1964,11.6,8.9,0.5,-6.1
KMAF,2/3/2020,MIDLAND REGIONAL,TX,MAF,75,1953 1976 1988,60,433 PM,50,9,2011,32,623 AM,T,0.02,T,0.67,0.63,M,1.18,1.23,1.23,2010,0.04,0,0,M,0,M,T,T,M,,M,M,M,M
KGPI,2/3/2020,KALISPELL,MT,MSO,31,1962 2005,34,426 PM,11,-32,1950,18,732 AM,T,0.03,0.01,1.78,1.43,M,M,M,0.43,2017,0.35,T,0,M,T,M,27.5,24.7,M,,M,M,M,M
KLAA,2/3/2020,LAMAR,CO,PUB,47,,47,202 AM,23,M,,15,1159 PM,T,0.01,T,0.17,0.34,M,M,M,M,,-0.17,M,M,M,M,M,M,M,M,,M,M,M,M
KRKS,2/3/2020,ROCK SPRINGS,WY,RIW,24,1976,31,1238 AM,5,-22,1989,13,1159 PM,0.02,0.01,0.02,0.03,0.5,M,0.17,1,0.38,1961,-0.5,M,M,M,M,M,M,M,M,,M,M,M,M
